,sample_id,group,scNiche,annotations_level1,annotations_level2,annotations_level3
BI5XO_A1_gfkhmbmj-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfkjhpic-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfkkfice-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfklhhog-1,BI5XO_A1,bright,Niche0,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_gfkpmfje-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_gfkpnapc-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_gflahgoe-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gflaiedl-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gflbhmeb-1,BI5XO_A1,bright,Niche0,B cell,B,B-naive
BI5XO_A1_gflbijih-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gflcbiic-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gflgjmnl-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gflhcejb-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfmfeohp-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_gfmkmfii-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfmobbnn-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfmobjgf-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfnaijda-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfnigfhp-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfnpbjpm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfoboeam-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfodjbdc-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfodmhlo-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_gfodnomp-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfohbhpi-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_gfokikeb-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_gfoklcdo-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfonlbha-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfonojmh-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpaihca-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpakeag-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpefmjl-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpehbpe-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpgamdm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpjnkhg-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpklkaj-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfpneeco-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_gfppcfeb-1,BI5XO_A1,bright,Niche0,Endothelial,VEC-endocardial,VEC-endocardial
BI5XO_A1_gfppmnnp-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggabldid-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggacmlbk-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggajhcml-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggajlhcn-1,BI5XO_A1,bright,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggakfgmd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggalfhnf-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggammmim-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggaplkkm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggbcjffo-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggbeklin-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggbibfge-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggcabaoc-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggcaedof-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_ggcahcnd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ggcakbdm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggceccdo-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ggcefgpf-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggcimlcj-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggckphgd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggcmmhnj-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggcpkoda-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggdaalig-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ggdcoijp-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ggdegpml-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggdfdflh-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_ggeagkpc-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_ggedkael-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ggeebhoo-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggegfgdn-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ggehcibd-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ggehkjhk-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggejjhlm-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_ggfedmgk-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggffldee-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_A1_ggfgfjki-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggfiffne-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggfiojcj-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggfjgmhj-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ggfjjjcp-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggfldclk-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggfmilho-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggfnbenm-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-IFN
BI5XO_A1_ggfpomoo-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-capillary
BI5XO_A1_gggclcpi-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_gggealkk-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_gggiogep-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_gggkabgo-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggglglph-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_gggpaool-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_gghhfdig-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_gghicobg-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gghilflg-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-SA
BI5XO_A1_gghjebkh-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_gghjljco-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-DC,MP-DC-c2
BI5XO_A1_gghmhebi-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gghnjmlh-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gghpnjia-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggihclbe-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-neutrophil,MP-neutrophil
BI5XO_A1_ggiidbbi-1,BI5XO_A1,bright,Niche3,NK cell,NK,NK-CD56-dim
BI5XO_A1_ggiignfk-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggiklbnm-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggilhclp-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-IFN
BI5XO_A1_ggimfnok-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-IFN
BI5XO_A1_ggjiijlj-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggjmbaop-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggjmggem-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggjmlbcd-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ggjmpdli-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggjnnjnb-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_ggjobble-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ggjonoho-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggkbmfib-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_ggkfcpcd-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggkgimgh-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggkhmppc-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggkjljdi-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggkjnkld-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggkpbflm-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gglbjgle-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gglcbicd-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gglgdgoo-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gglmando-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gglnnagd-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggmbeado-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-mono,MP-mono-nonclassical
BI5XO_A1_ggmdapcp-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggmdojhk-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggmedfko-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_ggmhfjbb-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggmkefnh-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_ggmniljn-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggmnkpdl-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggmoepnb-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ggmongnn-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggncbnig-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggnipkma-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggogeone-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggoheblc-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggolkeel-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggonbclk-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggpaajlh-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggpaoafe-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,cycling,MP-cycling
BI5XO_A1_ggpfkbcd-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggpflmnd-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ggpnagop-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_ggpncbmm-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_ggpplodi-1,BI5XO_A1,bright,Niche2,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_ggpppihm-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghaafgde-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghabagop-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ghabjagb-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ghacijdg-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghadkpel-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghaeigli-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghahkdef-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ghahocom-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghalflhg-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghaoafmh-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghaondnp-1,BI5XO_A1,bright,Niche3,B cell,plasma,plasma
BI5XO_A1_ghapaiih-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghbagieh-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghbfciff-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghbfkdbb-1,BI5XO_A1,bright,Niche2,T cell,T-CD4,T-CD4-EM
BI5XO_A1_ghbhjfon-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghbjkilc-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghbncbjp-1,BI5XO_A1,bright,Niche2,Endothelial,VEC-vascular,VEC-lymphatic
BI5XO_A1_ghbnfkhc-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghcbcjkk-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghcbjedi-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghcdimej-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghcgfdpm-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghchkcch-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghcilknn-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ghcjjlde-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghckfmej-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghcklbhj-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghclfaoe-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghcpnkki-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghdafhhd-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghdbaalc-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghddffch-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghdekjkb-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_ghdemlmn-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghdilbfd-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_ghdnplej-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_ghdpgeno-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ghecdlod-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gheckkfl-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ghedghep-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_gheicodf-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_gheiobif-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghejdppe-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghejinfh-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghelbndm-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ghemplho-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghenpdic-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_ghepojen-1,BI5XO_A1,bright,Niche2,T cell,T-gd,T-gd-V9
BI5XO_A1_ghfapkcg-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_ghfcohbe-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_ghfhmoee-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghfkphjf-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghfmiaad-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghfmkopn-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghfndhcc-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghfplffp-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_ghgafecp-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,cycling,VIC-cycling
BI5XO_A1_ghgagnke-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghgbpggi-1,BI5XO_A1,bright,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghgggoip-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghggklle-1,BI5XO_A1,bright,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghgihgom-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_ghgjmjmd-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_ghgljbce-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghgmgjmm-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ghgohomo-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_ghgonpnm-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
